frame,time,direction,hex,raw_packet,packet
1395,20.326781,D->H,,-,-
1396,20.366086,H->D,0c542000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 84, attribute: 16 }, payload: b"""" }",CmdGetPdData
1397,20.366135,H->D,,-,-
1398,20.366167,D->H,41548200100000038f7008006a23a5fd00006f06,"Data { header: DataHeader { packet_type: 65, flag: false, id: 84, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x8fp\x08\0j#\xa5\xfd\0\0o\x06"" }","PdRawData(b""\x8fp\x08\0j#\xa5\xfd\0\0o\x06"")"
1399,20.366584,D->H,,-,-
1400,20.406129,H->D,0c552000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 85, attribute: 16 }, payload: b"""" }",CmdGetPdData
1401,20.406174,H->D,,-,-
1402,20.406217,D->H,4155820010000003b770080060235afd00007206,"Data { header: DataHeader { packet_type: 65, flag: false, id: 85, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xb7p\x08\0`#Z\xfd\0\0r\x06"" }","PdRawData(b""\xb7p\x08\0`#Z\xfd\0\0r\x06"")"
1403,20.406728,D->H,,-,-
1404,20.446181,H->D,0c562000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 86, attribute: 16 }, payload: b"""" }",CmdGetPdData
1405,20.446231,H->D,,-,-
1406,20.446269,D->H,4156820010000003df700800612313fd00007006,"Data { header: DataHeader { packet_type: 65, flag: false, id: 86, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xdfp\x08\0a#\x13\xfd\0\0p\x06"" }","PdRawData(b""\xdfp\x08\0a#\x13\xfd\0\0p\x06"")"
1407,20.446587,D->H,,-,-
1408,20.486248,H->D,0c572000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 87, attribute: 16 }, payload: b"""" }",CmdGetPdData
1409,20.486295,H->D,,-,-
1410,20.486327,D->H,415782001000000307710800652355fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 87, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x07q\x08\0e#U\xfd\0\0q\x06"" }","PdRawData(b""\x07q\x08\0e#U\xfd\0\0q\x06"")"
1411,20.486694,D->H,,-,-
1412,20.496093,H->D,0c580200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 88, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
1413,20.496135,H->D,,-,-
1414,20.496194,D->H,415882020100000b50308a00a068f5ff22178a0062d5f4ff28178a00c0d5f4ff550d0000644033172b17817e0080700651025002,"Data { header: DataHeader { packet_type: 65, flag: false, id: 88, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""P0\x8a\0\xa0h\xf5\xff\""\x17\x8a\0b\xd5\xf4\xff(\x17\x8a\0\xc0\xd5\xf4\xffU\r\0\0d@3\x17+\x17\x81~\0\x80p\x06Q\x02P\x02"" }","SimpleAdcData(AdcDataSimple { vbus_v: 9.056336, ibus_a: -0.694112, power_w: -6.286111493631999, vbus_avg_v: 9.04989, ibus_avg_a: -0.731806, temp_c: 26.0, vdp_v: 0.5939, vdm_v: 0.5931, vdp_avg_v: 0.0593, vdm_avg_v: 0.0592, cc1_v: 0.0, cc2_v: 1.6484, cc2_avg_v: 0.1648, internal_vdd_v: 3.2385, sample_rate: Sps1 })"
1415,20.496480,D->H,,-,-
1416,20.526194,H->D,0c592000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 89, attribute: 16 }, payload: b"""" }",CmdGetPdData
1417,20.526226,H->D,,-,-
1418,20.526265,D->H,41598200100000032f710800652355fd00006f06,"Data { header: DataHeader { packet_type: 65, flag: false, id: 89, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""/q\x08\0e#U\xfd\0\0o\x06"" }","PdRawData(b""/q\x08\0e#U\xfd\0\0o\x06"")"
1419,20.526472,D->H,,-,-
1420,20.566142,H->D,0c5a2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 90, attribute: 16 }, payload: b"""" }",CmdGetPdData
1421,20.566192,H->D,,-,-
1422,20.566232,D->H,415a820010000003577108006b234cfd00007006,"Data { header: DataHeader { packet_type: 65, flag: false, id: 90, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""Wq\x08\0k#L\xfd\0\0p\x06"" }","PdRawData(b""Wq\x08\0k#L\xfd\0\0p\x06"")"
1423,20.566715,D->H,,-,-
1424,20.597111,H->D,0c5b2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 91, attribute: 16 }, payload: b"""" }",CmdGetPdData
1425,20.597149,H->D,,-,-
1426,20.597183,D->H,415b82001000000376710800692362fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 91, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""vq\x08\0i#b\xfd\0\0q\x06"" }","PdRawData(b""vq\x08\0i#b\xfd\0\0q\x06"")"
1427,20.597668,D->H,,-,-
1428,20.636227,H->D,0c5c2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 92, attribute: 16 }, payload: b"""" }",CmdGetPdData
1429,20.636281,H->D,,-,-
1430,20.636309,D->H,415c8200100000039d710800652327fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 92, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x9dq\x08\0e#'\xfd\0\0q\x06"" }","PdRawData(b""\x9dq\x08\0e#'\xfd\0\0q\x06"")"
1431,20.636698,D->H,,-,-
1432,20.676960,H->D,0c5d2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 93, attribute: 16 }, payload: b"""" }",CmdGetPdData
1433,20.676994,H->D,,-,-
1434,20.677032,D->H,415d820010000003c6710800632381fd00006f06,"Data { header: DataHeader { packet_type: 65, flag: false, id: 93, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xc6q\x08\0c#\x81\xfd\0\0o\x06"" }","PdRawData(b""\xc6q\x08\0c#\x81\xfd\0\0o\x06"")"
1435,20.678177,D->H,,-,-
1436,20.706119,H->D,0c5e0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 94, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
1437,20.706178,H->D,,-,-
1438,20.706252,D->H,415e82020100000b30378a00a562f5ff22178a0062d5f4ff28178a00c0d5f4ff540d0000644033172b17817e0080700652025002,"Data { header: DataHeader { packet_type: 65, flag: false, id: 94, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""07\x8a\0\xa5b\xf5\xff\""\x17\x8a\0b\xd5\xf4\xff(\x17\x8a\0\xc0\xd5\xf4\xffT\r\0\0d@3\x17+\x17\x81~\0\x80p\x06R\x02P\x02"" }","SimpleAdcData(AdcDataSimple { vbus_v: 9.058096, ibus_a: -0.695643, power_w: -6.301201075728001, vbus_avg_v: 9.04989, ibus_avg_a: -0.731806, temp_c: 26.0, vdp_v: 0.5939, vdm_v: 0.5931, vdp_avg_v: 0.0594, vdm_avg_v: 0.0592, cc1_v: 0.0, cc2_v: 1.6484, cc2_avg_v: 0.1648, internal_vdd_v: 3.2385, sample_rate: Sps1 })"
1439,20.706647,D->H,,-,-
1440,20.716097,H->D,0c5f2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 95, attribute: 16 }, payload: b"""" }",CmdGetPdData
1441,20.716153,H->D,,-,-
1442,20.716172,D->H,415f820010000003ed710800662343fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 95, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xedq\x08\0f#C\xfd\0\0q\x06"" }","PdRawData(b""\xedq\x08\0f#C\xfd\0\0q\x06"")"
1443,20.716577,D->H,,-,-
1444,20.756122,H->D,0c602000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 96, attribute: 16 }, payload: b"""" }",CmdGetPdData
1445,20.756167,H->D,,-,-
1446,20.756213,D->H,4160820010000003157208006523a7fd00007006,"Data { header: DataHeader { packet_type: 65, flag: false, id: 96, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x15r\x08\0e#\xa7\xfd\0\0p\x06"" }","PdRawData(b""\x15r\x08\0e#\xa7\xfd\0\0p\x06"")"
1447,20.756600,D->H,,-,-
1448,20.796135,H->D,0c612000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 97, attribute: 16 }, payload: b"""" }",CmdGetPdData
1449,20.796175,H->D,,-,-
1450,20.796210,D->H,41618200100000033d72080062235cfd00007206,"Data { header: DataHeader { packet_type: 65, flag: false, id: 97, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""=r\x08\0b#\\\xfd\0\0r\x06"" }","PdRawData(b""=r\x08\0b#\\\xfd\0\0r\x06"")"
1451,20.796604,D->H,,-,-
1452,20.836312,H->D,0c622000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 98, attribute: 16 }, payload: b"""" }",CmdGetPdData
1453,20.836361,H->D,,-,-
1454,20.836396,D->H,416282001000000366720800632335fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 98, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""fr\x08\0c#5\xfd\0\0q\x06"" }","PdRawData(b""fr\x08\0c#5\xfd\0\0q\x06"")"
1455,20.836836,D->H,,-,-
1456,20.882034,H->D,0c632000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 99, attribute: 16 }, payload: b"""" }",CmdGetPdData
1457,20.882082,H->D,,-,-
1458,20.882114,D->H,4163820010000003937208002f23d1fd00006f06,"Data { header: DataHeader { packet_type: 65, flag: false, id: 99, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x93r\x08\0/#\xd1\xfd\0\0o\x06"" }","PdRawData(b""\x93r\x08\0/#\xd1\xfd\0\0o\x06"")"
1459,20.882598,D->H,,-,-
1460,20.907123,H->D,0c642200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 100, attribute: 17 }, payload: b"""" }","Generic(Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 100, attribute: 17 }, payload: b"""" })"
1461,20.907177,H->D,,-,-
1462,20.907255,D->H,416482030180000b30378a00a562f5ff22178a0062d5f4ff28178a00c0d5f4ff540d00006c4035173117827e008070065202510210000003ac7208002d238bfd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 100, obj_count_words: 14 }, extended: ExtendedHeader { attribute: 1, next: true, chunk: 0, size: 44 }, payload: b""07\x8a\0\xa5b\xf5\xff\""\x17\x8a\0b\xd5\xf4\xff(\x17\x8a\0\xc0\xd5\xf4\xffT\r\0\0l@5\x171\x17\x82~\0\x80p\x06R\x02Q\x02\x10\0\0\x03\xacr\x08\0-#\x8b\xfd\0\0q\x06"" }",Err(Invalid packet: Failed to parse ADC data: incorrect size)
1463,20.907516,D->H,,-,-
1464,20.946281,H->D,0c652000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 101, attribute: 16 }, payload: b"""" }",CmdGetPdData
1465,20.946347,H->D,,-,-
1466,20.946384,D->H,4165820010000003d3720800162374fd00007306,"Data { header: DataHeader { packet_type: 65, flag: false, id: 101, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xd3r\x08\0\x16#t\xfd\0\0s\x06"" }","PdRawData(b""\xd3r\x08\0\x16#t\xfd\0\0s\x06"")"
1467,20.946790,D->H,,-,-
1468,20.986151,H->D,0c662000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 102, attribute: 16 }, payload: b"""" }",CmdGetPdData
1469,20.986222,H->D,,-,-
1470,20.986255,D->H,4166820010000003fb7208002c232dfd00007206,"Data { header: DataHeader { packet_type: 65, flag: false, id: 102, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xfbr\x08\0,#-\xfd\0\0r\x06"" }","PdRawData(b""\xfbr\x08\0,#-\xfd\0\0r\x06"")"
1471,20.986750,D->H,,-,-
1472,21.026328,H->D,0c672000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 103, attribute: 16 }, payload: b"""" }",CmdGetPdData
1473,21.026407,H->D,,-,-
1474,21.026426,D->H,416782001000000324730800222363fd00007406,"Data { header: DataHeader { packet_type: 65, flag: false, id: 103, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""$s\x08\0\""#c\xfd\0\0t\x06"" }","PdRawData(b""$s\x08\0\""#c\xfd\0\0t\x06"")"
1475,21.026901,D->H,,-,-
1476,21.071982,H->D,0c682000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 104, attribute: 16 }, payload: b"""" }",CmdGetPdData
1477,21.072029,H->D,,-,-
1478,21.072065,D->H,41688200100000035173080016234ffd00007406,"Data { header: DataHeader { packet_type: 65, flag: false, id: 104, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""Qs\x08\0\x16#O\xfd\0\0t\x06"" }","PdRawData(b""Qs\x08\0\x16#O\xfd\0\0t\x06"")"
1479,21.072507,D->H,,-,-
1480,21.106238,H->D,0c692000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 105, attribute: 16 }, payload: b"""" }",CmdGetPdData
1481,21.106287,H->D,,-,-
1482,21.106329,D->H,4169820010000003737308003123bcfd00007506,"Data { header: DataHeader { packet_type: 65, flag: false, id: 105, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""ss\x08\01#\xbc\xfd\0\0u\x06"" }","PdRawData(b""ss\x08\01#\xbc\xfd\0\0u\x06"")"
1483,21.106852,D->H,,-,-
1484,21.116121,H->D,0c6a0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 106, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
1485,21.116166,H->D,,-,-
1486,21.116220,D->H,416a82020100000bedd18900b6b2f5ff8e048a009c90f5ff94048a00fa90f5ff550d00006c4035173117827e0080700654025402,"Data { header: DataHeader { packet_type: 65, flag: false, id: 106, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\xed\xd1\x89\0\xb6\xb2\xf5\xff\x8e\x04\x8a\0\x9c\x90\xf5\xff\x94\x04\x8a\0\xfa\x90\xf5\xffU\r\0\0l@5\x171\x17\x82~\0\x80p\x06T\x02T\x02"" }","SimpleAdcData(AdcDataSimple { vbus_v: 9.032173, ibus_a: -0.675146, power_w: -6.098035472258, vbus_avg_v: 9.045134, ibus_avg_a: -0.683876, temp_c: 26.0, vdp_v: 0.5941, vdm_v: 0.5937, vdp_avg_v: 0.0596, vdm_avg_v: 0.0596, cc1_v: 0.0, cc2_v: 1.6492, cc2_avg_v: 0.1648, internal_vdd_v: 3.2386, sample_rate: Sps1 })"
1487,21.116609,D->H,,-,-
1488,21.146166,H->D,0c6b2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 107, attribute: 16 }, payload: b"""" }",CmdGetPdData
1489,21.146202,H->D,,-,-
1490,21.146236,D->H,416b8200100000039b730800052356fd00007406,"Data { header: DataHeader { packet_type: 65, flag: false, id: 107, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x9bs\x08\0\x05#V\xfd\0\0t\x06"" }","PdRawData(b""\x9bs\x08\0\x05#V\xfd\0\0t\x06"")"
1491,21.146608,D->H,,-,-
1492,21.186139,H->D,0c6c2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 108, attribute: 16 }, payload: b"""" }",CmdGetPdData
1493,21.186193,H->D,,-,-
1494,21.186230,D->H,416c820010000003c3730800222354fd00007206,"Data { header: DataHeader { packet_type: 65, flag: false, id: 108, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xc3s\x08\0\""#T\xfd\0\0r\x06"" }","PdRawData(b""\xc3s\x08\0\""#T\xfd\0\0r\x06"")"
1495,21.186625,D->H,,-,-
1496,21.226212,H->D,0c6d2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 109, attribute: 16 }, payload: b"""" }",CmdGetPdData
1497,21.226257,H->D,,-,-
1498,21.226290,D->H,416d820010000003eb730800242380fd00007406,"Data { header: DataHeader { packet_type: 65, flag: false, id: 109, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xebs\x08\0$#\x80\xfd\0\0t\x06"" }","PdRawData(b""\xebs\x08\0$#\x80\xfd\0\0t\x06"")"
1499,21.226879,D->H,,-,-
1500,21.266993,H->D,0c6e2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 110, attribute: 16 }, payload: b"""" }",CmdGetPdData
1501,21.267031,H->D,,-,-
1502,21.267063,D->H,416e820010000003147408002b2380fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 110, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x14t\x08\0+#\x80\xfd\0\0q\x06"" }","PdRawData(b""\x14t\x08\0+#\x80\xfd\0\0q\x06"")"
1503,21.267391,D->H,,-,-
1504,21.306243,H->D,0c6f2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 111, attribute: 16 }, payload: b"""" }",CmdGetPdData
1505,21.306303,H->D,,-,-
1506,21.306330,D->H,416f8200100000033b7408002a2356fd00007306,"Data { header: DataHeader { packet_type: 65, flag: false, id: 111, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b"";t\x08\0*#V\xfd\0\0s\x06"" }","PdRawData(b"";t\x08\0*#V\xfd\0\0s\x06"")"
1507,21.306766,D->H,,-,-
1508,21.326089,H->D,0c700200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 112, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
1509,21.326146,H->D,,-,-
1510,21.326200,D->H,417082020100000bedd18900b6b2f5ff8e048a009c90f5ff94048a00fa90f5ff550d00006c4035173117827e0080700652025202,"Data { header: DataHeader { packet_type: 65, flag: false, id: 112, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\xed\xd1\x89\0\xb6\xb2\xf5\xff\x8e\x04\x8a\0\x9c\x90\xf5\xff\x94\x04\x8a\0\xfa\x90\xf5\xffU\r\0\0l@5\x171\x17\x82~\0\x80p\x06R\x02R\x02"" }","SimpleAdcData(AdcDataSimple { vbus_v: 9.032173, ibus_a: -0.675146, power_w: -6.098035472258, vbus_avg_v: 9.045134, ibus_avg_a: -0.683876, temp_c: 26.0, vdp_v: 0.5941, vdm_v: 0.5937, vdp_avg_v: 0.0594, vdm_avg_v: 0.0594, cc1_v: 0.0, cc2_v: 1.6492, cc2_avg_v: 0.1648, internal_vdd_v: 3.2386, sample_rate: Sps1 })"
1511,21.326583,D->H,,-,-
1512,21.346174,H->D,0c712000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 113, attribute: 16 }, payload: b"""" }",CmdGetPdData
1513,21.346224,H->D,,-,-
1514,21.346244,D->H,41718200100000036374080025236afd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 113, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""ct\x08\0%#j\xfd\0\0q\x06"" }","PdRawData(b""ct\x08\0%#j\xfd\0\0q\x06"")"
1515,21.346597,D->H,,-,-
1516,21.386130,H->D,0c722000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 114, attribute: 16 }, payload: b"""" }",CmdGetPdData
1517,21.386179,H->D,,-,-
1518,21.386207,D->H,41728200100000038b74080021232ffd00007306,"Data { header: DataHeader { packet_type: 65, flag: false, id: 114, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x8bt\x08\0!#/\xfd\0\0s\x06"" }","PdRawData(b""\x8bt\x08\0!#/\xfd\0\0s\x06"")"
1519,21.386487,D->H,,-,-
1520,21.426158,H->D,0c732000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 115, attribute: 16 }, payload: b"""" }",CmdGetPdData
1521,21.426205,H->D,,-,-
1522,21.426246,D->H,4173820010000003b3740800222346fd00007406,"Data { header: DataHeader { packet_type: 65, flag: false, id: 115, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xb3t\x08\0\""#F\xfd\0\0t\x06"" }","PdRawData(b""\xb3t\x08\0\""#F\xfd\0\0t\x06"")"
1523,21.426720,D->H,,-,-
1524,21.471980,H->D,0c742000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 116, attribute: 16 }, payload: b"""" }",CmdGetPdData
1525,21.472035,H->D,,-,-
1526,21.472069,D->H,4174820010000003e174080022236dfd00007406,"Data { header: DataHeader { packet_type: 65, flag: false, id: 116, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xe1t\x08\0\""#m\xfd\0\0t\x06"" }","PdRawData(b""\xe1t\x08\0\""#m\xfd\0\0t\x06"")"
1527,21.472581,D->H,,-,-
1528,21.506259,H->D,0c752000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 117, attribute: 16 }, payload: b"""" }",CmdGetPdData
1529,21.506305,H->D,,-,-
1530,21.506341,D->H,417582001000000303750800282352fd00007206,"Data { header: DataHeader { packet_type: 65, flag: false, id: 117, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x03u\x08\0(#R\xfd\0\0r\x06"" }","PdRawData(b""\x03u\x08\0(#R\xfd\0\0r\x06"")"
1531,21.506910,D->H,,-,-
1532,21.536290,H->D,0c760200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 118, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData
1533,21.536342,H->D,,-,-
1534,21.536397,D->H,417682020100000bedd18900b6b2f5ff8e048a009c90f5ff94048a00fa90f5ff550d0000824046174617827e0080700652025102,"Data { header: DataHeader { packet_type: 65, flag: false, id: 118, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\xed\xd1\x89\0\xb6\xb2\xf5\xff\x8e\x04\x8a\0\x9c\x90\xf5\xff\x94\x04\x8a\0\xfa\x90\xf5\xffU\r\0\0\x82@F\x17F\x17\x82~\0\x80p\x06R\x02Q\x02"" }","SimpleAdcData(AdcDataSimple { vbus_v: 9.032173, ibus_a: -0.675146, power_w: -6.098035472258, vbus_avg_v: 9.045134, ibus_avg_a: -0.683876, temp_c: 26.0, vdp_v: 0.5958, vdm_v: 0.5958, vdp_avg_v: 0.0594, vdm_avg_v: 0.0593, cc1_v: 0.0, cc2_v: 1.6514, cc2_avg_v: 0.1648, internal_vdd_v: 3.2386, sample_rate: Sps1 })"
1535,21.536681,D->H,,-,-
1536,21.546133,H->D,0c772000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 119, attribute: 16 }, payload: b"""" }",CmdGetPdData
1537,21.546189,H->D,,-,-
1538,21.546209,D->H,41778200100000032b75080021233afd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 119, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""+u\x08\0!#:\xfd\0\0q\x06"" }","PdRawData(b""+u\x08\0!#:\xfd\0\0q\x06"")"
1539,21.546589,D->H,,-,-
1540,21.586114,H->D,0c782000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 120, attribute: 16 }, payload: b"""" }",CmdGetPdData
1541,21.586174,H->D,,-,-
1542,21.586194,D->H,417882001000000353750800252368fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 120, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""Su\x08\0%#h\xfd\0\0q\x06"" }","PdRawData(b""Su\x08\0%#h\xfd\0\0q\x06"")"
1543,21.586618,D->H,,-,-
1544,21.626048,H->D,0c792000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 121, attribute: 16 }, payload: b"""" }",CmdGetPdData
1545,21.626079,H->D,,-,-
1546,21.626125,D->H,41798200100000037b750800272328fd00007306,"Data { header: DataHeader { packet_type: 65, flag: false, id: 121, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""{u\x08\0'#(\xfd\0\0s\x06"" }","PdRawData(b""{u\x08\0'#(\xfd\0\0s\x06"")"
1547,21.626405,D->H,,-,-
1548,21.667161,H->D,0c7a2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 122, attribute: 16 }, payload: b"""" }",CmdGetPdData
1549,21.667202,H->D,,-,-
1550,21.667234,D->H,417a820010000003a475080028237efd00006e06,"Data { header: DataHeader { packet_type: 65, flag: false, id: 122, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xa4u\x08\0(#~\xfd\0\0n\x06"" }","PdRawData(b""\xa4u\x08\0(#~\xfd\0\0n\x06"")"
1551,21.667555,D->H,,-,-
1552,21.706305,H->D,0c7b2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 123, attribute: 16 }, payload: b"""" }",CmdGetPdData
1553,21.706348,H->D,,-,-
1554,21.706394,D->H,417b820010000003cc7508002e2343fd00007006,"Data { header: DataHeader { packet_type: 65, flag: false, id: 123, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xccu\x08\0.#C\xfd\0\0p\x06"" }","PdRawData(b""\xccu\x08\0.#C\xfd\0\0p\x06"")"
1555,21.706908,D->H,,-,-
1556,21.746182,H->D,0c7c2200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 124, attribute: 17 }, payload: b"""" }","Generic(Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 124, attribute: 17 }, payload: b"""" })"
1557,21.746216,H->D,,-,-
